3750	4062	1
3750	994	1
3750	5165	1
3750	1064	1
3750	5499	1
3750	4192	1
3750	3819	1
3750	2503	1
3750	3812	1
3750	3816	1
3750	3858	1
3901	435	1
3901	3752	1
3912	4852	1
3912	4907	1
3912	740	1
3912	326	1
3912	2330	1
3912	406	1
3912	2697	1
3912	1624	1
4166	1929	1
4166	1516	1
4166	4541	1
4166	3889	1
4166	2181	1
4166	557	1
4166	3752	1
4166	2173	1
4166	325	1
4166	5687	1
4166	2798	1
4166	1783	1
4166	3915	1
4166	5984	1
4166	5901	1
4166	3572	1
4166	1570	1
4166	3638	1
4226	1791	1
4226	1700	1
4226	1030	1
4226	5068	1
4888	3323	1
4937	610	1
4937	3088	1
4937	4324	1
5972	1001	1
2443	3993	1
3993	2443	1
1758	5379	1
1758	3779	1
1758	2829	1
1758	3880	1
3216	1066	1
3216	5328	1
2443	3993	1
5068	1800	1
5068	321	1
1441	5515	1
1441	4764	1
1441	3784	1
1441	1029	1
1441	1030	1
1441	4193	1
4226	651	1
4226	950	1
4226	1791	1
4226	1472	1
4226	5434	1
4226	1654	1
4226	4385	1
4226	1414	1
4226	993	1
4226	2348	1
2701	3492	1
1129	1929	1
4381	2398	1
2398	4381	1
4381	5437	1
2422	3161	1
3161	2422	1
2422	1733	1
2422	5664	1
2422	1480	1
1480	2422	1
2422	2828	1
2828	2422	1
2422	4422	1
2828	3161	1
3161	2828	1
2828	1733	1
2828	5664	1
2828	4422	1
2828	1480	1
1480	2828	1
3161	1733	1
3161	5664	1
3161	1480	1
1480	3161	1
3161	4422	1
4150	3898	1
4150	896	1
4150	3984	1
3984	4150	1
4150	3122	1
3122	4150	1
4150	1597	1
3122	3898	1
3122	896	1
3122	3984	1
3984	3122	1
3122	1597	1
3984	3898	1
3984	896	1
3984	1597	1
2385	810	1
2385	2887	1
2385	5246	1
2385	2084	1
2385	5228	1
5228	2385	1
5683	5681	1
2398	5829	1
2398	5744	1
2398	5108	1
2398	5632	1
2398	318	1
2398	4615	1
2398	3725	1
2398	4381	1
2398	2671	1
2398	3571	1
2398	4650	1
2398	1251	1
2398	831	1
2398	5437	1
2398	2011	1
2398	3421	1
2398	4752	1
2398	1754	1
2398	2165	1
2398	1882	1
2398	2687	1
2398	3786	1
2554	2160	1
2554	2285	1
2457	2285	1
2135	1934	1
2135	2450	1
2450	2135	1
5473	2450	1
2450	5473	1
4151	2450	1
2135	3941	1
2135	2726	1
2135	1128	1
2726	3941	1
2726	1128	1
2726	1133	1
2726	2571	1
2571	2726	1
2726	4635	1
5473	3941	1
2450	3941	1
2284	3941	1
2828	3941	1
4151	3941	1
2571	3941	1
2571	1128	1
2571	4635	1
2135	3962	1
5473	5768	1
5473	3962	1
2450	3962	1
2687	329	1
3640	329	1
3640	1224	1
3640	4557	1
1779	329	1
1224	329	1
1224	4557	1
4557	1224	1
5379	1224	1
1224	5379	1
5379	4557	1
5518	329	1
2422	4557	1
3172	329	1
3104	1097	1
3104	5146	1
5193	3104	1
3640	5929	1
5107	5929	1
5929	5107	1
5379	3779	1
3779	5379	1
3779	5411	1
3150	5236	1
3150	978	1
978	3150	1
978	4008	1
978	2051	1
978	3644	1
1445	3644	1
1929	2798	1
1902	2798	1
1929	5980	1
1929	3572	1
2221	3174	1
2221	913	1
913	2221	1
2221	2352	1
4178	2221	1
4178	3174	1
4178	1533	1
4178	913	1
4178	4594	1
4178	1620	1
4178	5980	1
4178	547	1
4178	3572	1
4178	1489	1
1902	2221	1
1902	3174	1
1902	1533	1
1902	913	1
1533	2221	1
1533	3174	1
1533	913	1
1533	1620	1
1620	5980	1
1620	547	1
1620	3572	1
1620	4059	1
2135	951	1
3087	951	1
2221	951	1
5107	951	1
5379	951	1
5473	951	1
2450	951	1
2457	951	1
1279	951	1
3640	5377	1
2726	5377	1
2221	5377	1
3104	5377	1
3779	5377	1
5473	5377	1
2450	5377	1
3150	5377	1
1581	5377	1
2457	5377	1
1279	5377	1
3087	1922	1
5796	1922	1
3104	1922	1
5379	1922	1
3779	1922	1
5473	1922	1
2450	1922	1
4557	1922	1
2457	1922	1
5473	2836	1
1279	2836	1
640	3391	1
2457	5168	1
2457	1050	1
2457	3391	1
2457	1866	1
2457	3189	1
2457	5039	1
2457	4009	1
1803	4009	1
5796	1583	1
5473	1583	1
5473	5937	1
5055	4861	1
5055	2704	1
5055	5170	1
5055	1036	1
5055	1433	1
1433	5055	1
5055	2390	1
2390	5055	1
5055	5193	1
5193	5055	1
5055	2488	1
5055	5260	1
2718	4861	1
2718	5055	1
2718	2704	1
2718	5170	1
2718	878	1
2718	1433	1
2718	2390	1
2718	5193	1
5911	5193	1
1066	5193	1
1433	4861	1
1433	2704	1
1433	5170	1
1433	878	1
1433	2390	1
2390	1433	1
1433	5193	1
5193	1433	1
1433	2488	1
2390	4861	1
2390	2704	1
2390	5170	1
2390	1036	1
2390	878	1
2390	5193	1
5193	2390	1
2390	2488	1
2390	5260	1
5193	4861	1
5193	2704	1
5193	5170	1
5193	1036	1
5193	878	1
5193	2488	1
3198	4755	1
640	4755	1
640	1076	1
3071	5380	1
3071	3548	1
3548	3071	1
3071	4961	1
3071	3641	1
3071	5992	1
3071	5295	1
3548	4834	1
3548	5380	1
3548	4755	1
3548	4790	1
3548	4961	1
3548	3641	1
3548	1076	1
3548	5992	1
3548	5295	1
4961	4790	1
4961	5992	1
4961	5295	1
5295	4961	1
4961	423	1
5911	5380	1
5911	4755	1
5295	5380	1
5295	3641	1
5295	5992	1
5499	640	1
640	5499	1
5499	5989	1
3198	640	1
640	3198	1
3198	5989	1
4876	640	1
640	4876	1
4876	5989	1
2876	5328	1
2876	3191	1
2876	640	1
640	2876	1
2876	1559	1
2876	5989	1
640	5328	1
640	3191	1
640	1066	1
1066	640	1
640	5989	1
640	5667	1
640	2480	1
640	2307	1
3548	640	1
3548	5989	1
5911	640	1
640	5911	1
5911	5989	1
1066	5328	1
1066	3191	1
1066	1559	1
1066	5989	1
2480	2876	1
5473	4876	1
5499	5824	1
5499	3198	1
3198	5499	1
5499	5498	1
5499	4876	1
4876	5499	1
5499	5911	1
5911	5499	1
3198	5824	1
3198	5498	1
3198	4876	1
4876	3198	1
3198	5911	1
5911	3198	1
3198	1756	1
4876	5824	1
4876	5498	1
4876	5911	1
5911	4876	1
640	5824	1
640	5498	1
3071	5911	1
3548	5911	1
5911	5824	1
5911	5498	1
5295	5911	1
1433	4876	1
4459	5248	1
5193	4459	1
5713	4453	1
4453	5713	1
1516	5713	1
1516	4453	1
2398	5437	1
1299	1011	1
4265	1011	1
1299	4265	1
4265	1299	1
1299	4780	1
4780	1299	1
1299	2800	1
2800	1299	1
4265	4780	1
4780	4265	1
4265	2800	1
2800	4265	1
4265	4881	1
4780	2800	1
2800	4780	1
4780	4881	1
2800	4881	1
1779	2972	1
4420	5847	1
4420	4365	1
4420	4104	1
4420	1455	1
1455	4420	1
4420	3625	1
4420	3809	1
3809	4420	1
4420	893	1
4420	2048	1
2048	4420	1
4420	4327	1
4420	4073	1
4420	2972	1
4104	5847	1
4104	4365	1
4104	3809	1
3809	4104	1
4104	893	1
4104	2048	1
2048	4104	1
4104	2972	1
1455	5847	1
1455	4365	1
1455	4104	1
1455	3625	1
1455	3809	1
3809	1455	1
1455	893	1
1455	2048	1
1455	4327	1
1455	2972	1
3625	5847	1
3625	4365	1
3625	4104	1
3625	3809	1
3809	3625	1
3625	893	1
3625	4327	1
3625	4073	1
3625	2972	1
3809	5847	1
3809	4365	1
3809	893	1
3809	2048	1
2048	3809	1
3809	4327	1
3809	2563	1
2563	3809	1
3809	2972	1
2048	5847	1
2048	4365	1
2048	3625	1
2048	893	1
2048	4327	1
4327	2048	1
2048	4073	1
2048	2972	1
4327	4365	1
4327	2972	1
2563	5847	1
2563	4365	1
2563	4420	1
2563	893	1
2563	2048	1
2563	2972	1
5164	5349	1
5164	2201	1
5164	4864	1
5164	1776	1
1776	4864	1
1776	2675	1
1776	2399	1
2399	1776	1
2399	5164	1
2399	2201	1
2399	3846	1
2399	4864	1
2399	2675	1
337	462	1
612	462	1
612	2347	1
612	5289	1
608	4248	1
608	3424	1
608	2314	1
3424	4248	1
3424	1391	1
337	608	1
1396	608	1
1396	4248	1
1396	3424	1
1396	2911	1
1396	2314	1
1396	2734	1
337	4937	1
640	2105	1
1265	5475	1
1265	525	1
1265	3759	1
1265	3172	1
3172	1265	1
5074	3759	1
3172	2687	1
5074	5108	1
5074	3961	1
4151	3961	1
2536	3660	1
4151	3660	1
749	3660	1
3690	3660	1
5291	3660	1
2726	1517	1
2105	1733	1
3087	2828	1
3161	1554	1
1480	5664	1
1480	4422	1
2422	1554	1
2828	1554	1
4151	4272	1
2887	5246	1
5246	2887	1
2887	2084	1
2887	5228	1
5228	2887	1
5246	2084	1
5246	5228	1
5228	5246	1
5228	2084	1
4272	2887	1
4272	5246	1
4272	2084	1
4272	5228	1
3497	2887	1
3497	5246	1
2887	810	1
3497	2385	1
3497	3684	1
3497	5240	1
4420	2660	1
2660	2833	1
2833	2660	1
2660	2014	1
2660	2063	1
2660	2925	1
2660	1775	1
2660	1073	1
2660	1023	1
1023	2660	1
2660	5428	1
5428	2660	1
2660	1579	1
2660	3549	1
2660	946	1
2660	1551	1
2660	2109	1
2660	2020	1
2020	2660	1
2833	2014	1
2833	2063	1
2833	2925	1
2833	1775	1
2833	1073	1
2833	1023	1
2833	5908	1
2833	1579	1
2833	3549	1
2833	1551	1
2833	2109	1
1023	2014	1
1023	1073	1
1023	5908	1
1023	5428	1
5428	1023	1
1023	1579	1
1023	3549	1
1023	2109	1
2109	1023	1
1023	960	1
5428	2063	1
5428	2925	1
5428	1775	1
5428	1579	1
2109	2014	1
2109	2063	1
2109	1073	1
2109	5908	1
2109	5428	1
2109	1579	1
2109	3549	1
2109	946	1
2020	2925	1
2020	5908	1
2020	5428	1
2020	1579	1
2020	3549	1
2020	1551	1
1779	4634	1
1779	569	1
1779	5853	1
4634	3957	1
4634	5518	1
5518	4634	1
4634	569	1
4634	4473	1
4634	1581	1
1581	4634	1
4634	5853	1
5518	3957	1
5518	569	1
5518	4473	1
5518	1581	1
1581	5518	1
5518	5853	1
1255	3957	1
1255	4634	1
1581	3957	1
1581	569	1
1581	4473	1
5427	1779	1
1779	5427	1
5427	2378	1
5427	1370	1
1370	5427	1
5427	4048	1
5427	5770	1
1779	2378	1
1779	1370	1
1370	1779	1
1779	4048	1
1779	5770	1
1370	1984	1
1370	2378	1
1370	4048	1
1370	5770	1
2450	5770	1
5518	5770	1
5713	4095	1
4095	4824	1
4824	4095	1
5473	4095	1
5473	4824	1
2398	4095	1
2398	4824	1
5518	4095	1
4780	4095	1
4780	4824	1
5193	4095	1
5193	4824	1
1247	4095	1
1247	4824	1
2048	4095	1
1396	4095	1
2399	4824	1
4453	4824	1
1255	4087	1
1255	4888	1
1516	3752	1
3752	4541	1
3752	3889	1
3469	3887	1
3469	337	1
337	3469	1
3469	4036	1
337	1453	1
337	1889	1
337	4941	1
337	1353	1
337	4853	1
337	4036	1
4173	2851	1
4173	4258	1
3104	4173	1
2468	1312	1
1312	2468	1
1517	1312	1
5903	1765	1
5903	5519	1
5903	3063	1
5903	4639	1
5903	5071	1
5071	5903	1
5903	431	1
5903	4293	1
4293	5903	1
5903	2429	1
5903	5334	1
5903	2544	1
5903	2076	1
5903	3755	1
5071	1765	1
5071	5519	1
5071	4639	1
5071	431	1
5071	4293	1
4293	5071	1
5071	2429	1
5071	2076	1
4293	1765	1
4293	5519	1
4293	3063	1
4293	4639	1
4293	431	1
4293	2429	1
4293	5334	1
4293	2544	1
4293	2076	1
4293	3755	1
1512	471	1
1512	5741	1
314	5009	1
926	314	1
2722	2829	1
2722	4818	1
2175	512	1
5043	5750	1
4907	4852	1
4907	740	1
4907	2697	1
981	5775	1
981	5743	1
1331	630	1
1283	2165	1
5717	554	1
2481	1542	1
718	5328	1
718	4213	1
4973	3320	1
4973	978	1
978	4973	1
4973	4129	1
4105	5518	1
4625	305	1
4625	4563	1
5982	5116	1
5982	1547	1
5982	4009	1
3896	4810	1
3896	3435	1
3896	2799	1
3896	468	1
616	1107	1
616	5658	1
3539	5842	1
3539	5793	1
3539	2601	1
3539	3937	1
3539	575	1
3539	5824	1
426	3265	1
426	5094	1
426	3314	1
5730	2551	1
2551	5730	1
5730	769	1
5730	3079	1
5730	2084	1
2551	769	1
769	2551	1
2551	2806	1
2912	4115	1
4115	2912	1
2912	3425	1
2912	4993	1
4993	2912	1
2912	3321	1
3321	2912	1
4115	3425	1
4115	4993	1
4993	4115	1
4115	963	1
963	4115	1
4115	3321	1
3321	4115	1
4115	2531	1
4115	5518	1
4993	3425	1
4993	716	1
716	4993	1
4993	963	1
963	4993	1
4993	3321	1
3321	4993	1
716	2912	1
716	4115	1
716	3425	1
716	3321	1
2646	4444	1
2646	2545	1
2646	575	1
2646	2656	1
2646	971	1
971	2646	1
2646	2385	1
1290	3069	1
1290	3512	1
1290	4513	1
1290	5313	1
1290	2531	1
1290	1579	1
1290	2109	1
1290	5768	1
1290	2525	1
963	2912	1
963	3425	1
963	716	1
963	3321	1
3321	963	1
963	3320	1
963	3069	1
3321	3425	1
3321	5010	1
3167	3393	1
3167	2920	1
3167	5689	1
3167	3081	1
3167	2475	1
3400	2841	1
998	4142	1
684	1870	1
684	335	1
3680	4280	1
3680	4089	1
3680	1271	1
3680	2460	1
3680	1562	1
3680	4546	1
3680	736	1
736	3680	1
3680	1401	1
3680	1619	1
3680	5294	1
3086	5979	1
1263	1934	1
1263	1166	1
1263	495	1
1263	4894	1
1263	2292	1
1263	310	1
368	4444	1
368	1911	1
368	2699	1
368	2573	1
3849	5829	1
3849	1882	1
3849	981	1
3849	3421	1
3849	5632	1
3849	4650	1
3849	2536	1
2536	3849	1
3849	907	1
3849	1265	1
3849	1758	1
3849	2398	1
3849	2687	1
3849	2722	1
3849	2829	1
3849	3692	1
3849	3880	1
3849	4752	1
3849	4818	1
3849	5010	1
3419	2886	1
2886	3419	1
3419	1827	1
3419	3022	1
5649	5696	1
5649	3512	1
5713	4095	1
5713	1015	1
5713	5725	1
5713	2723	1
2723	5713	1
5713	1583	1
5713	4879	1
5713	4250	1
5713	4034	1
5713	2911	1
5713	1396	1
5713	2314	1
5713	4824	1
5713	4453	1
4453	5713	1
5713	2110	1
5713	4318	1
3941	4615	1
3941	836	1
3941	4634	1
3941	951	1
3941	5586	1
3941	3962	1
3941	2457	1
2457	3941	1
3941	2110	1
3941	1641	1
3941	329	1
329	3941	1
3941	5558	1
1925	2806	1
5838	5829	1
5838	1033	1
5838	571	1
5838	1607	1
5838	5348	1
314	2428	1
314	4914	1
314	1347	1
314	926	1
926	314	1
314	2240	1
314	5009	1
5009	314	1
2037	1330	1
335	1870	1
335	4104	1
646	622	1
622	646	1
646	4527	1
646	5788	1
646	3050	1
4067	845	1
4067	3331	1
4067	2742	1
4067	1144	1
5168	981	1
5168	4890	1
5168	4116	1
5168	2616	1
5168	4453	1
5168	2457	1
2457	5168	1
5168	2110	1
5168	391	1
1088	4939	1
1088	5879	1
926	2428	1
926	4914	1
926	1071	1
926	5009	1
5009	926	1
926	5768	1
926	2189	1
926	5289	1
3877	2942	1
3877	4952	1
3877	5037	1
687	2067	1
1050	4897	1
1050	1492	1
1050	657	1
657	1050	1
1050	2286	1
1050	1191	1
1050	446	1
446	1050	1
1050	2348	1
2348	1050	1
1050	1214	1
2235	5507	1
2235	4674	1
2235	3391	1
2235	4437	1
2235	2531	1
2235	1060	1
2235	1109	1
2235	3491	1
2235	309	1
309	2235	1
2235	488	1
2235	4009	1
2235	1538	1
2235	4599	1
2235	4310	1
4310	2235	1
5829	965	1
5829	3725	1
5829	4381	1
5829	4615	1
5829	4665	1
5829	5376	1
5829	1882	1
1882	5829	1
5829	2155	1
5829	981	1
5829	2011	1
5829	3421	1
5829	2099	1
5829	4634	1
5829	5632	1
5829	951	1
5829	5518	1
5829	4650	1
5829	5824	1
5829	2725	1
5829	569	1
5829	2536	1
2536	5829	1
5829	1641	1
5829	1754	1
5829	2398	1
5829	2829	1
5829	3692	1
3692	5829	1
5829	3779	1
5829	4752	1
5829	4818	1
5829	5010	1
5829	5437	1
4541	1516	1
4541	3889	1
3889	4541	1
4541	557	1
4541	4613	1
4541	3752	1
4541	4968	1
4541	1766	1
4541	2173	1
4541	325	1
4541	5687	1
4541	4250	1
4541	4034	1
4541	5901	1
4541	3572	1
4541	1570	1
4541	900	1
4541	1129	1
4541	2181	1
4541	2566	1
2183	1911	1
2183	5761	1
2183	4344	1
2183	5173	1
2183	4674	1
2183	4634	1
2183	951	1
2183	704	1
2183	2173	1
2183	569	1
2183	2250	1
2183	461	1
2183	1860	1
2183	4732	1
2183	3618	1
2183	2756	1
2183	329	1
2183	5110	1
1453	3887	1
3887	1453	1
1453	1889	1
1453	3619	1
3619	1453	1
1453	2531	1
1453	4941	1
4941	1453	1
1453	337	1
337	1453	1
1453	1353	1
1453	4392	1
4392	1453	1
1453	2447	1
1453	3469	1
3469	1453	1
1453	4036	1
4036	1453	1
3887	1889	1
3887	3619	1
3619	3887	1
3887	4941	1
4941	3887	1
3887	337	1
337	3887	1
3887	2447	1
3887	2617	1
3887	3469	1
3469	3887	1
3887	4036	1
4036	3887	1
2249	2461	1
2249	2942	1
1921	2887	1
1921	5246	1
1921	2084	1
1921	5228	1
5228	1921	1
1921	4674	1
1921	727	1
1921	5468	1
1921	5380	1
1921	3618	1
5228	2887	1
5228	5246	1
5228	2084	1
5228	4499	1
5228	4634	1
5228	5518	1
5228	569	1
5228	5768	1
5228	2250	1
2250	5228	1
5228	1860	1
5228	1581	1
5228	2385	1
2385	5228	1
5228	3497	1
5228	2558	1
622	1079	1
622	4527	1
622	5788	1
622	775	1
622	3853	1
622	3702	1
622	5560	1
3889	3306	1
3889	3752	1
3889	325	1
325	3889	1
3889	4250	1
3889	5901	1
3889	3572	1
3889	1570	1
5417	1385	1
1385	5417	1
5417	4392	1
4392	5417	1
5417	2106	1
5417	1116	1
5417	461	1
641	2481	1
1071	2062	1
2062	1071	1
1071	5556	1
1071	4913	1
1071	1394	1
1071	2926	1
435	5993	1
996	2232	1
996	4695	1
996	2686	1
1314	4674	1
1314	5768	1
1314	593	1
593	1314	1
1314	5453	1
1314	876	1
1314	2958	1
4861	5055	1
5055	4861	1
4861	2449	1
4861	2704	1
4861	1036	1
4861	878	1
4861	5193	1
4861	2488	1
2488	4861	1
4861	5260	1
4861	4824	1
4861	3054	1
644	2699	1
644	2573	1
4409	2823	1
4409	5978	1
4409	4890	1
4409	4916	1
4409	5125	1
4409	579	1
4409	3755	1
3543	3068	1
3543	4313	1
3543	656	1
5173	4160	1
5173	2887	1
5173	5246	1
5173	2084	1
5173	5228	1
5173	3391	1
5173	5301	1
5173	2942	1
5173	760	1
5173	2284	1
2284	5173	1
4568	3889	1
4568	4613	1
4568	5746	1
4568	973	1
4568	3244	1
4568	5687	1
4568	964	1
4568	4250	1
4568	1783	1
4568	3915	1
4568	4453	1
3067	1984	1
3067	2524	1
3067	4778	1
4778	3067	1
2446	3301	1
4759	5177	1
4759	4292	1
4759	1695	1
5055	2449	1
5055	2704	1
5055	5170	1
5055	1036	1
5055	878	1
5055	2390	1
2390	5055	1
5055	5193	1
5055	2488	1
2488	5055	1
5055	2718	1
2797	1644	1
2797	364	1
364	2797	1
2797	2757	1
3608	1050	1
3608	5824	1
3608	5499	1
3608	5295	1
3608	446	1
2280	1984	1
2280	3896	1
2280	3435	1
2280	2799	1
5978	1284	1
5978	4890	1
759	5978	1
759	1284	1
759	4890	1
350	5116	1
350	2240	1
350	4513	1
350	1866	1
350	605	1
350	4633	1
350	1552	1
4456	4740	1
4456	2933	1
4456	5676	1
557	3889	1
557	3752	1
557	5687	1
437	4871	1
437	873	1
437	1501	1
2493	5625	1
2493	2819	1
2493	4127	1
2493	5640	1
2545	3301	1
729	3941	1
729	4456	1
729	3951	1
729	2781	1
729	4719	1
729	1839	1
729	4772	1
4772	729	1
729	836	1
836	729	1
729	3547	1
729	3262	1
729	951	1
729	1074	1
729	5043	1
729	3946	1
729	3728	1
729	391	1
729	990	1
990	729	1
729	1597	1
729	2376	1
729	2385	1
2385	729	1
729	4422	1
729	5241	1
5241	729	1
729	5558	1
729	5943	1
1969	1984	1
1969	5836	1
1969	5412	1
5412	1969	1
1969	4674	1
1969	2734	1
1969	1511	1
1969	4750	1
1969	1699	1
4381	5108	1
4381	4615	1
4381	4704	1
4704	4381	1
4381	5518	1
4381	4650	1
4381	2165	1
4381	2398	1
4381	4752	1
4752	4381	1
4381	5379	1
4326	1984	1
4326	2942	1
4326	3530	1
4326	3946	1
4326	4760	1
4330	4270	1
4330	336	1
4330	4089	1
4330	3971	1
361	2244	1
361	300	1
300	361	1
361	4215	1
361	4674	1
361	2426	1
300	1290	1
300	2244	1
300	4215	1
300	4089	1
300	4615	1
300	1866	1
300	5744	1
300	1251	1
300	1265	1
5412	1984	1
5412	5116	1
5412	3134	1
5412	5836	1
5412	2734	1
5412	1511	1
5412	4750	1
5412	4210	1
592	3934	1
592	1761	1
592	1324	1
592	2918	1
592	5864	1
592	4298	1
1185	4897	1
3345	1453	1
3345	3887	1
3345	3619	1
3619	3345	1
3345	4941	1
3345	337	1
337	3345	1
3345	4392	1
4392	3345	1
3345	2447	1
3345	3469	1
3469	3345	1
3345	3983	1
3345	4233	1
3345	4036	1
4036	3345	1
4775	4667	1
4775	3782	1
4775	1463	1
3836	1967	1
691	5116	1
691	1986	1
691	4089	1
691	1704	1
691	1866	1
691	1775	1
2726	3941	1
2726	981	1
2726	575	1
2726	4653	1
2726	5586	1
2726	4890	1
2726	2110	1
2726	391	1
2726	1641	1
2726	3426	1
2726	5558	1
5427	1779	1
5427	2378	1
5427	1370	1
1370	5427	1
5427	4048	1
5427	3642	1
3642	5427	1
5427	3820	1
5427	3267	1
5427	5770	1
1370	1779	1
1370	2378	1
1370	4048	1
1370	3642	1
3642	1370	1
1370	3267	1
1370	5770	1
1436	460	1
1436	2386	1
1436	5980	1
1436	547	1
1436	3572	1
1436	5472	1
1436	4150	1
2019	2240	1
3642	1069	1
3642	2249	1
3642	1779	1
3642	2378	1
3642	4048	1
3642	2614	1
3642	5770	1
1891	1983	1
1891	1785	1
1785	1891	1
1891	3630	1
2743	2249	1
2743	2240	1
2743	2942	1
1878	1071	1
1878	4913	1
1878	1394	1
1878	2189	1
2193	4215	1
2458	644	1
2458	2393	1
2458	5768	1
2458	2250	1
2458	856	1
2458	2496	1
2278	5515	1
5547	1734	1
1734	5547	1
5547	3739	1
5547	4634	1
5547	5518	1
5547	569	1
1734	4674	1
3087	3941	1
3087	3887	1
3087	3345	1
3087	1889	1
3087	4615	1
3087	951	1
3087	5074	1
3087	5473	1
3087	3619	1
3087	4941	1
3087	337	1
3087	1353	1
3087	4392	1
3087	3962	1
3087	816	1
3087	2447	1
3087	4036	1
4665	5981	1
4665	1447	1
503	998	1
503	2235	1
503	2084	1
503	3666	1
503	4503	1
503	1724	1
503	5547	1
503	1821	1
503	3391	1
503	1866	1
503	4772	1
503	4353	1
503	575	1
503	5361	1
503	3384	1
503	2531	1
503	1452	1
503	2465	1
503	4633	1
503	5824	1
503	5911	1
503	1455	1
503	3946	1
503	472	1
503	1850	1
503	988	1
503	3258	1
503	391	1
503	2016	1
503	3880	1
503	3999	1
503	5086	1
809	1084	1
809	3820	1
809	3946	1
809	4324	1
5153	4395	1
5153	4608	1
5153	1187	1
5153	1503	1
5153	990	1
5163	5481	1
4613	4250	1
4250	4613	1
754	5547	1
754	1734	1
754	4674	1
754	3739	1
754	2063	1
754	1775	1
754	1023	1
754	5428	1
754	1579	1
754	946	1
754	1551	1
754	5296	1
754	2109	1
754	5086	1
5100	593	1
389	5978	1
389	1284	1
389	727	1
389	5468	1
389	2281	1
389	5621	1
389	3660	1
389	4420	1
389	4890	1
389	5380	1
389	5824	1
389	5992	1
389	5295	1
389	2972	1
389	5039	1
389	3618	1
389	1641	1
597	694	1
597	1408	1
597	5564	1
597	1472	1
597	3387	1
597	1540	1
597	4124	1
505	4593	1
505	2173	1
505	4116	1
505	4167	1
505	1123	1
505	5607	1
2880	1866	1
4893	5427	1
4893	2378	1
4893	1370	1
4893	4048	1
4893	3642	1
4893	1452	1
4893	5170	1
4893	2390	1
4893	5770	1
4893	2487	1
4893	4274	1
727	2023	1
727	2185	1
727	5621	1
5621	727	1
727	4420	1
727	5911	1
727	4104	1
727	3625	1
727	893	1
727	2048	1
727	5037	1
5037	727	1
727	3618	1
727	3809	1
727	5051	1
5468	5116	1
5468	2185	1
512	4344	1
